repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category,liveness,unique-contributors,new-commits-last-30d
sstadick/crabz,331,2,1,0,0,6.042,12,235,1176,4,Rust,false,12,Applications,System tools,7.000,0,0
cristianoliveira/funzzy,238,5,2,1,0,21.008,4,0,3156,6,Rust,false,8,Applications,System tools,72.000,1,34
dalance/procs,5137,65,36,16,0,12.653,1,3,2113,43,Rust,false,18,Applications,System tools,80.000,5,44
darakian/ddh,453,4,3,1,1,8.830,0,728,2503,8,Rust,false,6,Applications,System tools,22.000,0,0
imsnif/diskonaut,2462,41,18,12,1,16.653,0,995,1723,19,Rust,false,8,Applications,System tools,35.000,0,0
bootandy/dust,8887,161,74,32,4,18.116,0,2,2431,55,Rust,false,16,Applications,System tools,100.000,2,3
eza-community/eza,12133,513,258,134,13,42.281,0,3,471,96,Rust,false,26,Applications,System tools,98.000,6,20
extrawurst/gitui,18562,225,104,45,7,12.122,0,2,1700,118,Rust,false,39,Applications,System tools,100.000,6,25
amrdeveloper/gql,3280,65,52,44,41,19.817,0,1,524,16,Rust,false,8,Applications,System tools,100.000,1,46
kimono-koans/httm,1369,12,7,5,0,8.766,3,14,979,4,Rust,false,20,Applications,System tools,31.000,1,1
j0ru/kickoff,405,9,5,2,1,22.222,0,71,1420,4,Rust,false,22,Applications,System tools,22.000,0,0
jacek-kurlit/pik,175,17,11,9,2,97.143,0,1,274,6,Rust,false,12,Applications,System tools,73.000,2,7
tbillington/kondo,1806,32,16,7,0,17.719,1,4,1750,35,Rust,false,0,Applications,System tools,55.000,1,1
ilya-zlobintsev/LACT,1284,87,47,29,6,67.757,0,0,1485,19,Rust,false,12,Applications,System tools,100.000,3,27
lodosgroup/lpm,66,1,1,0,0,15.152,9,266,999,3,Rust,false,0,Applications,System tools,5.000,0,0
lotabout/rargs,492,8,4,0,0,16.260,10,1541,2408,4,Rust,false,5,Applications,System tools,7.000,0,0
lotabout/skim,5159,58,28,22,5,11.242,0,1,3087,64,Rust,false,21,Applications,System tools,86.000,10,14
lsd-rs/lsd,13512,200,99,54,6,14.802,0,22,2178,157,Rust,false,0,Applications,System tools,72.000,1,1
Luminarys/synapse,853,0,0,0,0,0.000,67,529,2639,32,Rust,false,38,Applications,System tools,0.000,0,0
m4b/bingrep,1711,5,2,1,0,2.922,5,643,2814,7,Rust,false,12,Applications,System tools,12.000,0,0
mdgaziur/findex,589,12,5,3,0,20.374,2,42,1106,11,Rust,false,0,Applications,System tools,22.000,0,0
mitnk/cicada,981,6,1,0,0,6.116,10,15,2803,8,Rust,false,16,Applications,System tools,19.000,1,3
mmstick/concurr,109,1,1,0,0,9.174,8,2326,2600,2,Rust,false,17,Applications,System tools,5.000,0,0
mmstick/fontfinder,275,1,1,0,0,3.636,7,576,2558,7,Rust,false,13,Applications,System tools,5.000,0,0
mmstick/tv-renamer,148,0,0,0,0,0.000,136,2706,3109,2,Rust,false,4,Applications,System tools,0.000,0,0
mxseev/logram,98,1,1,1,0,10.204,2,1020,2562,4,Rust,false,16,Applications,System tools,10.000,0,0
Chleba/netscanner,853,24,5,4,0,28.136,1,6,336,9,Rust,false,41,Applications,System tools,52.000,3,10
nickgerace/gfold,308,25,22,4,0,81.169,1,171,1681,6,Rust,false,16,Applications,System tools,30.000,0,0
nivekuil/rip,1437,40,19,9,1,27.836,0,1406,2994,6,Rust,false,4,Applications,System tools,35.000,0,0
nushell/nushell,32461,607,383,151,13,18.699,0,0,2011,662,Rust,false,136,Applications,System tools,100.000,32,113
orhun/kmon,2546,24,9,4,1,9.427,0,32,1832,16,Rust,false,8,Applications,System tools,41.000,0,0
orhun/systeroid,1286,11,6,4,0,8.554,5,7,1120,6,Rust,false,2,Applications,System tools,43.000,1,4
ouch-org/ouch,2267,45,27,14,1,19.850,0,12,1332,31,Rust,false,25,Applications,System tools,66.000,3,12
pkolaczk/fclones,1971,27,13,7,2,13.699,0,189,1618,13,Rust,false,0,Applications,System tools,35.000,0,0
pop-os/popsicle,653,8,3,3,0,12.251,5,82,2595,49,Rust,false,14,Applications,System tools,12.000,0,0
nukesor/pueue,4990,80,35,19,4,16.032,0,4,3355,41,Rust,false,13,Applications,System tools,82.000,2,9
qarmin/czkawka,20176,436,203,107,8,21.610,0,29,1531,66,Rust,false,0,Applications,System tools,72.000,1,1
redox-os/ion,1475,10,6,4,1,6.780,0,10,3322,122,Rust,false,0,Applications,System tools,49.000,1,2
sharkdp/bat,49614,482,254,176,28,9.715,0,0,2395,339,Rust,false,30,Applications,System tools,100.000,7,23
sharkdp/fd,34083,425,223,102,9,12.470,0,9,2742,174,Rust,false,18,Applications,System tools,84.000,2,8
sitkevij/hex,525,9,5,1,0,17.143,4,313,2434,11,Rust,false,3,Applications,System tools,12.000,0,0
supercilex/fuc,353,8,5,0,0,22.663,7,97,1084,5,Rust,false,0,Applications,System tools,7.000,0,0
fujiapple852/trippy,3738,199,61,39,4,53.237,0,0,958,18,Rust,false,57,Applications,System tools,100.000,4,47
uutils/coreutils,17726,126,63,32,2,7.108,0,6,4118,505,Rust,false,187,Applications,System tools,100.000,15,102
watchexec/watchexec,5370,83,38,22,6,15.456,0,27,2975,65,Rust,false,5,Applications,System tools,72.000,1,21
XAMPPRocky/tokei,11194,143,71,39,7,12.775,0,0,3456,295,Rust,false,25,Applications,System tools,100.000,3,3
ynqa/jnv,4885,49,22,13,2,10.031,0,46,237,8,Rust,false,9,Applications,System tools,46.000,0,0
ynqa/logu,80,4,1,0,0,50.000,12,97,97,1,Rust,false,8,Applications,System tools,7.000,0,0
ynqa/sig,585,7,4,4,0,11.966,3,104,170,3,Rust,false,11,Applications,System tools,12.000,0,0
BinChengZhao/delicate,712,7,3,2,0,9.831,2,904,1358,2,Rust,false,0,Applications,Task scheduling,12.000,0,0
stav121/tasklet,30,2,1,0,0,66.667,13,94,1419,1,Rust,false,6,Applications,Task scheduling,7.000,0,0
emacs-ng/emacs-ng,1696,16,5,4,1,9.434,0,134,1540,969,Emacs Lisp,false,0,Applications,Text editors,26.000,0,0
gchp/iota,1633,3,3,2,0,1.837,2,1901,3686,21,Rust,false,10,Applications,Text editors,12.000,0,0
helix-editor/helix,33693,502,224,119,17,14.899,0,0,1624,939,Rust,false,4,Applications,Text editors,100.000,13,15
ilai-deutel/kibi,1464,16,6,4,0,10.929,1,28,1735,21,Rust,false,1,Applications,Text editors,33.000,2,4
lapce/lapce,34466,246,99,52,11,7.137,0,17,2469,168,Rust,false,50,Applications,Text editors,74.000,3,10
mathall/rim,610,1,1,1,0,1.639,2,1394,3573,3,Rust,false,13,Applications,Text editors,10.000,0,0
curlpipe/ox,3348,43,16,10,0,12.843,1,3,1566,12,Rust,false,9,Applications,Text editors,65.000,2,200
zed-industries/zed,49643,1739,892,437,61,35.030,0,0,1360,675,Rust,false,290,Applications,Text editors,100.000,95,569
ashvardanian/StringZilla,2209,102,38,20,3,46.175,0,1,1549,38,C++,false,0,Applications,Text processing,100.000,4,57
dominikwilkowski/cfonts,1599,9,2,0,0,5.629,7,147,3591,13,Rust,false,0,Applications,Text processing,7.000,0,0
pemistahl/grex,7296,57,21,6,2,7.812,0,33,1863,9,Rust,false,8,Applications,Text processing,46.000,0,0
jqnatividad/qsv,2508,48,30,13,1,19.139,0,0,1431,66,Rust,false,103,Applications,Text processing,100.000,4,369
Lisprez/so_stupid_search,161,0,0,0,0,0.000,95,48,3145,4,Rust,false,4,Applications,Text processing,6.000,0,0
yoav-lavi/melody,4636,8,2,2,0,1.726,4,483,1001,12,Rust,false,0,Applications,Text processing,12.000,0,0
phiresky/ripgrep-all,8178,109,53,29,2,13.328,0,27,1986,27,Rust,false,41,Applications,Text processing,72.000,2,2
replicadse/complate,39,2,2,1,0,51.282,4,3,1749,2,Rust,false,17,Applications,Text processing,44.000,1,4
your-tools/ruplacer,443,9,4,2,0,20.316,2,29,2559,14,Rust,false,6,Applications,Text processing,24.000,2,10
sstadick/hck,699,2,0,0,0,2.861,27,142,1235,8,Rust,false,17,Applications,Text processing,4.000,0,0
vishaltelangre/ff,332,1,0,0,0,3.012,21,1684,2088,1,Rust,false,8,Applications,Text processing,2.000,0,0
whitfin/bytelines,59,2,1,0,0,33.898,7,310,2158,3,Rust,false,2,Applications,Text processing,7.000,0,0
whitfin/runiq,210,2,1,1,1,9.524,0,48,2387,5,Rust,false,10,Applications,Text processing,28.000,0,0
1History/1History,455,5,2,1,0,10.989,3,230,1023,2,JavaScript,false,0,Applications,Utilities,12.000,0,0
brycx/checkpwn,120,2,2,1,0,16.667,2,432,2361,5,Rust,false,8,Applications,Utilities,12.000,0,0
dcapal/dcapal,56,2,0,0,0,35.714,14,5,721,6,Rust,false,0,Applications,Utilities,36.000,2,7
AchetaGames/Epic-Asset-Manager,405,15,5,3,0,37.037,3,6,1359,7,Rust,false,28,Applications,Utilities,46.000,1,1
evansmurithi/cloak,288,0,0,0,0,0.000,41,796,2312,3,Rust,false,9,Applications,Utilities,0.000,0,0
fcsonline/tmux-thumbs,918,11,7,2,0,11.983,1,600,2106,23,Rust,false,6,Applications,Utilities,21.000,0,0
guoxbin/dtool,370,0,0,0,0,0.000,36,418,1802,5,Rust,false,30,Applications,Utilities,0.000,0,0
Linus-Mussmaecher/rucola,196,22,11,8,1,112.245,0,3,264,2,Rust,false,16,Applications,Utilities,67.000,1,3
thewh1teagle/mobslide,356,3,1,0,0,8.427,9,112,358,2,TypeScript,false,0,Applications,Utilities,7.000,0,0
pvolok/mprocs,1534,25,11,2,0,16.297,3,108,1168,20,Rust,false,0,Applications,Utilities,25.000,0,0
mrjackwills/oxker,709,34,19,13,1,47.955,0,19,931,9,Rust,false,14,Applications,Utilities,51.000,1,12
nix-community/nix-init,911,22,13,9,2,24.149,0,6,662,11,Rust,false,39,Applications,Utilities,71.000,1,19
nix-community/nix-melt,232,6,3,2,1,25.862,0,55,565,5,Rust,false,13,Applications,Utilities,28.000,0,0
nix-community/nurl,473,11,7,3,1,23.256,0,55,682,4,Rust,false,14,Applications,Utilities,37.000,0,0
yaa110/nomino,568,5,3,1,0,8.803,4,157,1669,3,Rust,false,9,Applications,Utilities,12.000,0,0
raftario/licensor,195,1,1,0,0,5.128,11,651,1879,4,Rust,false,6,Applications,Utilities,5.000,0,0
aaronriekenberg/rust-parallel,162,5,2,2,0,30.864,5,77,720,3,Rust,false,11,Applications,Utilities,12.000,0,0
rustdesk/rustdesk,75740,1896,1107,513,66,25.033,0,0,1504,286,Rust,false,37,Applications,Utilities,100.000,19,87
rustic-rs/rustic,1954,103,19,13,1,52.712,0,0,972,31,Rust,false,46,Applications,Utilities,95.000,5,23
sorairolake/qrtool,145,13,6,1,0,89.655,2,2,815,4,Rust,false,17,Applications,Utilities,71.000,3,38
str4d/rage,2623,43,21,9,1,16.393,0,7,1860,33,Rust,false,26,Applications,Utilities,66.000,1,14
Skallwar/suckit,744,10,4,3,0,13.441,1,250,1839,19,Rust,false,14,Applications,Utilities,12.000,0,0
shshemi/tabiew,503,118,37,27,0,234.592,2,10,197,4,Rust,false,9,Applications,Utilities,66.000,1,18
tversteeg/emplace,260,4,2,0,0,15.385,10,4,1890,10,Rust,false,19,Applications,Utilities,43.000,2,11
vamolessa/verco,229,0,0,0,0,0.000,151,362,2563,3,,true,0,Applications,Utilities,0.000,0,0
thewh1teagle/vibe,1171,202,120,84,9,172.502,0,0,308,14,TypeScript,false,0,Applications,Utilities,100.000,2,33
warpdotdev/Warp,21382,255,116,59,4,11.926,0,24,1221,18,,false,0,Applications,Utilities,70.000,1,1
alvaro17f/wrestic,83,1,1,0,0,12.048,7,202,464,2,Rust,false,17,Applications,Utilities,5.000,0,0
ttytm/wthrr-the-weathercrab,390,9,2,1,0,23.077,5,8,852,16,Rust,false,17,Applications,Utilities,42.000,2,37
dertuxmalwieder/yaydl,283,4,2,1,0,14.134,6,14,1463,2,Rust,false,16,Applications,Video,22.000,1,1
gyroflow/gyroflow,6795,168,86,19,5,24.724,0,4,1095,28,Rust,false,39,Applications,Video,100.000,3,57
harlanc/xiu,1817,38,16,11,1,20.914,0,6,1547,16,Rust,false,0,Applications,Video,67.000,2,2
TGotwig/vidmerger,125,5,2,2,0,40.000,1,106,1619,2,Rust,false,12,Applications,Video,12.000,0,0
xiph/rav1e,3723,22,14,9,2,5.909,0,27,2604,116,Assembly,false,0,Applications,Video,45.000,1,1
firecracker-microvm/firecracker,26159,724,301,158,13,27.677,0,2,2579,252,Rust,false,0,Applications,Virtualization,100.000,11,88
kata-containers/kata-containers,5537,100,51,20,2,18.060,0,0,2531,366,Rust,false,0,Applications,Virtualization,100.000,27,146
tailhook/vagga,1864,5,0,0,0,2.682,14,880,3750,34,Rust,false,40,Applications,Virtualization,4.000,0,0
youki-dev/youki,6296,73,21,10,2,11.595,0,4,1324,109,Rust,false,0,Applications,Virtualization,80.000,7,26
cfal/tobaru,192,7,2,0,0,36.458,12,39,1301,2,Rust,false,22,Applications,Web,13.000,0,0
importantimport/hatsu,143,9,4,2,0,62.937,5,10,481,5,Rust,false,48,Applications,Web,42.000,2,21
LemmyNet/lemmy,13265,98,43,24,7,7.388,0,2,2096,248,Rust,false,61,Applications,Web,100.000,8,29
libreddit/libreddit,5046,22,8,3,3,4.360,0,192,1552,84,Rust,false,22,Applications,Web,35.000,0,0
MASQ-Project/Node,174,1,0,0,0,5.747,22,5,1312,17,Rust,false,0,Applications,Web,34.000,2,3
Plume-org/Plume,2111,12,3,2,1,5.685,0,39,2395,65,Rust,false,30,Applications,Web,32.000,0,0
revoltchat/backend,1225,41,14,8,2,33.469,0,10,1244,23,Rust,false,0,Applications,Web,57.000,1,10
cloudflare/pingora,22048,498,309,158,20,22.587,0,2,555,140,Rust,false,10,Applications,Web Servers,100.000,15,36
emanuele-em/proxelar,409,2,1,1,0,4.890,1,110,661,8,Rust,false,0,Applications,Web Servers,12.000,0,0
marcodpt/minirps,21,7,4,2,0,333.333,4,4,404,1,Rust,false,16,Applications,Web Servers,52.000,1,59
mu-arch/skyfolder,126,4,3,1,0,31.746,2,398,541,1,Rust,false,14,Applications,Web Servers,12.000,0,0
mufeedvh/binserve,1022,21,3,1,0,20.548,3,267,1501,9,Rust,false,23,Applications,Web Servers,20.000,0,0
orhun/rustypaste,792,15,4,2,1,18.939,0,3,1202,22,Rust,false,28,Applications,Web Servers,58.000,2,10
ronanyeah/rust-hasura,140,1,0,0,0,7.143,24,937,1917,1,Rust,false,13,Applications,Web Servers,2.000,0,0
static-web-server/static-web-server,1514,48,21,12,0,31.704,1,3,1896,34,Rust,false,36,Applications,Web Servers,62.000,3,5
svenstaro/miniserve,6125,88,49,19,1,14.367,0,3,2390,54,Rust,false,39,Applications,Web Servers,82.000,2,3
thecoshman/http,446,3,1,0,0,6.726,7,48,2890,9,Rust,false,20,Applications,Web Servers,13.000,0,0
TheWaWaR/simple-http-server,2687,55,33,12,0,20.469,1,6,2724,22,Rust,false,21,Applications,Web Servers,72.000,1,5
wyhaya/see,211,3,1,0,0,14.218,7,577,2074,4,Rust,false,16,Applications,Web Servers,7.000,0,0
Julien-cpsn/ATAC,2001,96,50,16,2,47.976,0,14,279,13,Rust,false,47,Development tools,,62.000,1,7
Canop/bacon,1938,87,24,11,4,44.892,0,0,1473,31,Rust,false,17,Development tools,,100.000,4,35
clog-tool/clog-cli,859,4,3,1,0,4.657,3,124,3712,19,Rust,false,5,Development tools,,12.000,0,0
cloudflare/foundations,1299,34,17,4,0,26.174,3,6,297,83,Rust,false,53,Development tools,,57.000,5,8
comtrya/comtrya,496,7,3,3,1,14.113,0,0,1347,30,Rust,false,0,Development tools,,78.000,5,12
Wulf/create-rust-app,1538,8,3,2,0,5.202,4,175,1282,9,Rust,false,0,Development tools,,12.000,0,0
dan-t/rusty-tags,406,1,1,1,0,2.463,4,250,3626,20,Rust,false,12,Development tools,,10.000,0,0
datanymizer/datanymizer,515,5,3,0,0,9.709,7,74,1447,10,Rust,false,0,Development tools,,7.000,0,0
dotenv-linter/dotenv-linter,1835,15,6,2,0,8.174,4,12,1807,90,Rust,false,3,Development tools,,43.000,1,2
envio-cli/envio,817,5,1,1,0,6.120,4,25,601,6,Rust,false,18,Development tools,,22.000,1,1
flox/flox,2616,141,67,29,1,53.899,0,2,689,43,Rust,false,0,Development tools,,100.000,12,146
FrolicOrg/Frolic,184,0,0,0,0,0.000,44,454,473,2,Rust,false,0,Development tools,,0.000,0,0
brocode/fw,538,2,0,0,0,3.717,17,9,2789,14,Rust,false,18,Development tools,,24.000,1,1
kyu08/fzf-make,82,6,5,1,0,73.171,2,9,613,10,Rust,false,14,Development tools,,34.000,2,4
geiger-rs/cargo-geiger,1410,10,1,1,0,7.092,3,235,2335,33,Rust,false,0,Development tools,,12.000,0,0
orhun/git-cliff,9270,157,56,31,2,16.936,0,4,1260,88,Rust,false,7,Development tools,,96.000,7,15
rksm/hot-lib-reloader-rs,612,15,10,7,0,24.510,2,195,833,5,Rust,false,8,Development tools,,21.000,0,0
lasantosr/intelli-shell,233,9,6,0,0,38.627,7,386,660,3,Rust,false,21,Development tools,,12.000,0,0
casey/just,21334,526,233,132,21,24.655,0,1,3069,173,Rust,false,33,Development tools,,100.000,6,13
jacobdeichert/mask,1100,28,8,5,1,25.455,0,28,1954,17,Rust,false,0,Development tools,,47.000,2,9
fiatjaf/module-linker,251,0,0,0,0,0.000,71,1318,3182,6,JavaScript,false,9,Development tools,,0.000,0,0
dalance/ptags,125,2,1,1,0,16.000,5,2,2435,4,Rust,false,11,Development tools,,62.000,3,24
racer-rust/racer,3355,3,1,1,1,0.894,0,947,3905,168,Rust,false,10,Development tools,,22.000,0,0
huhu/rust-search-extension,1228,19,2,1,0,15.472,6,25,2202,25,JavaScript,false,0,Development tools,,32.000,1,11
rust-lang/rustup,6168,38,16,7,2,6.161,0,1,3334,399,Rust,false,51,Development tools,,81.000,4,20
igor-petruk/scriptisto,966,24,4,1,0,24.845,1,109,1846,10,Rust,false,15,Development tools,,20.000,0,0
crate-ci/typos,2653,80,32,20,0,30.155,1,2,2035,63,Rust,false,0,Development tools,,90.000,4,52
frewsxcv/cargo-all-features,146,0,0,0,0,0.000,50,420,1631,8,Rust,false,4,Development tools,Build system,0.000,0,0
cargo-generate/cargo-generate,1957,18,11,3,0,9.198,1,25,2357,93,Rust,false,35,Development tools,Build system,33.000,1,3
orium/cargo-rdme,132,1,0,0,0,7.576,16,0,1128,3,Rust,false,11,Development tools,Build system,58.000,1,12
est31/cargo-udeps,1738,36,12,4,0,20.713,1,3,1903,31,Rust,false,7,Development tools,Build system,57.000,2,8
dtolnay/cargo-expand,2668,46,17,6,2,17.241,0,2,3081,12,Rust,false,20,Development tools,Build system,85.000,1,25
Devolutions/CMakeRust,170,0,0,0,0,0.000,61,976,2819,135,CMake,false,0,Development tools,Build system,0.000,0,0
SiegeLord/RustCMake,109,0,0,0,0,0.000,242,3307,3969,3,CMake,false,0,Development tools,Build system,0.000,0,0
facebook/buck2,3587,49,15,8,2,13.660,0,0,1024,330,Rust,false,282,Development tools,Build system,95.000,52,549
dimensionhq/fleet,2415,4,1,1,0,1.656,6,577,941,9,Rust,false,21,Development tools,Build system,12.000,0,0
icepuma/rust-action,78,0,0,0,0,0.000,308,529,2116,2,Dockerfile,false,0,Development tools,Build system,0.000,0,0
peaceiris/actions-mdbook,297,1,0,0,0,3.367,21,13,1810,2,TypeScript,false,0,Development tools,Build system,24.000,1,3
nix-community/fenix,695,18,3,2,0,25.899,4,0,1408,19,Nix,false,0,Development tools,Build system,66.000,3,33
pantsbuild/pants,3325,39,15,6,2,11.729,0,0,4346,351,Python,false,0,Development tools,Build system,95.000,13,44
tracemachina/nativelink,1179,26,13,5,0,22.053,0,0,1417,31,Rust,false,31,Development tools,Build system,85.000,7,42
cs01/gdbgui,9908,41,21,9,1,4.138,0,389,2937,43,TypeScript,false,0,Development tools,Debugging,40.000,0,0
kxxt/tracexec,275,7,3,0,0,25.455,12,9,385,2,Rust,false,50,Development tools,Debugging,37.000,1,42
emk/rust-musl-builder,1539,2,0,0,0,1.300,14,190,3129,17,Dockerfile,false,0,Development tools,Deployment,4.000,0,0
kpcyrd/mini-docker-rust,219,2,2,1,0,9.132,6,308,2753,4,Dockerfile,false,0,Development tools,Deployment,12.000,0,0
liuchong/docker-rustup,93,0,0,0,0,0.000,150,1202,3131,2,Dockerfile,false,0,Development tools,Deployment,0.000,0,0
LukeMathWalker/cargo-chef,1811,52,21,8,1,28.713,0,48,1483,58,Rust,false,13,Development tools,Deployment,46.000,0,0
rust-cross/rust-musl-cross,645,17,6,5,0,26.357,2,7,2587,10,Shell,false,0,Development tools,Deployment,43.000,1,2
rust-lang/docker-rust,445,7,4,4,0,15.730,4,24,2658,26,Dockerfile,false,0,Development tools,Deployment,24.000,1,2
Stavrospanakakis/is_ready,134,2,0,0,0,14.925,19,35,504,2,Rust,false,2,Development tools,Deployment,10.000,0,0
emk/heroku-buildpack-rust,523,1,0,0,0,1.912,18,2034,3818,14,Shell,false,0,Development tools,Deployment,2.000,0,0
MarcoIeni/release-plz,829,30,13,6,2,36.188,0,0,1057,59,Rust,false,49,Development tools,Deployment,95.000,10,46
avr-rust/ruduino,702,0,0,0,0,0.000,43,865,3049,6,Rust,false,5,Development tools,Embedded,0.000,0,0
japaric/rust-cross,2515,4,1,1,0,1.590,1,2607,3216,7,Shell,false,0,Development tools,Embedded,12.000,0,0
japaric/xargo,1096,3,2,2,0,2.737,1,878,3151,27,Rust,false,9,Development tools,Embedded,12.000,0,0
oreboot/oreboot,1591,25,16,5,1,15.713,0,18,2078,432,Rust,false,0,Development tools,Embedded,47.000,1,4
nrf-rs/nrf-hal,507,2,0,0,0,3.945,19,72,2271,63,Rust,false,0,Development tools,Embedded,4.000,0,0
mozilla/cbindgen,2411,35,20,14,0,14.517,1,6,2769,131,Rust,false,11,Development tools,FFI,61.000,7,16
Sean1708/rusty-cheddar,191,0,0,0,0,0.000,110,2325,3317,5,Rust,false,3,Development tools,FFI,0.000,0,0
Cysharp/csbindgen,694,14,7,2,0,20.173,4,104,623,20,Rust,false,0,Development tools,FFI,21.000,0,0
dtolnay/cxx,5878,56,23,12,1,9.527,0,2,1781,59,Rust,false,2,Development tools,FFI,90.000,1,31
rust-lang/rust-bindgen,4453,47,22,12,2,10.555,0,0,3063,367,Rust,false,0,Development tools,FFI,92.000,5,7
rusterlium/rustler,4363,39,20,7,1,8.939,0,26,3372,75,Rust,false,0,Development tools,FFI,47.000,1,8
benanders/rjni,73,0,0,0,0,0.000,77,2883,3628,1,Rust,false,1,Development tools,FFI,0.000,0,0
drrb/java-rust-example,339,0,0,0,0,0.000,78,2643,4042,1,Java,false,0,Development tools,FFI,0.000,0,0
jcmoyer/rust-lua53,158,0,0,0,0,0.000,152,359,3657,15,C,false,0,Development tools,FFI,0.000,0,0
lilyball/rust-lua,127,0,0,0,0,0.000,65,1755,3994,4,Rust,false,1,Development tools,FFI,0.000,0,0
mlua-rs/mlua,1724,81,36,8,2,46.984,0,1,1808,33,Rust,false,12,Development tools,FFI,100.000,2,66
tickbh/td_rlua,53,0,0,0,0,0.000,308,214,3146,2,C,false,0,Development tools,FFI,0.000,0,0
tomaka/hlua,510,3,1,0,0,5.882,12,117,3811,20,C,false,0,Development tools,FFI,7.000,0,0
anima-engine/mrusty,204,0,0,0,0,0.000,218,2763,3201,5,Rust,false,1,Development tools,FFI,0.000,0,0
infinyon/node-bindgen,532,9,4,1,0,16.917,3,33,1742,30,Rust,false,22,Development tools,FFI,18.000,0,0
neon-bindings/neon,8057,34,17,8,1,4.220,0,6,3340,73,Rust,false,0,Development tools,FFI,67.000,3,6
zhangyuang/node-ffi-rs,183,12,6,3,1,65.574,0,0,482,3,Rust,false,9,Development tools,FFI,83.000,1,8
SSheldon/rust-objc,393,4,0,0,0,10.178,14,1640,3801,11,Rust,false,3,Development tools,FFI,4.000,0,0
phper-framework/phper,293,3,1,0,0,10.239,13,95,1796,7,Rust,false,6,Development tools,FFI,7.000,0,0
dgrunwald/rust-cpython,1813,1,0,0,0,0.552,16,88,3597,46,Rust,false,6,Development tools,FFI,2.000,0,0
getsentry/milksnake,792,1,0,0,0,1.263,28,579,2595,19,Python,false,0,Development tools,FFI,2.000,0,0
PyO3/PyO3,12322,208,110,46,4,16.880,0,0,2739,348,Rust,false,22,Development tools,FFI,100.000,13,50
RustPython/RustPython,19151,125,66,28,3,6.527,0,10,2358,388,Rust,false,67,Development tools,FFI,82.000,3,3
d-unsed/ruru,834,0,0,0,0,0.000,31,2519,3262,11,Rust,false,2,Development tools,FFI,0.000,0,0
danielpclark/rutie,960,13,9,1,0,13.542,6,139,2336,26,Rust,false,2,Development tools,FFI,21.000,0,0
rhysd/wain,435,3,1,0,0,6.897,11,197,1728,5,Rust,false,5,Development tools,FFI,7.000,0,0
rustwasm/wasm-bindgen,7808,97,45,22,2,12.423,0,1,2519,463,Rust,false,5,Development tools,FFI,100.000,5,34
rustwasm/wasm-pack,6308,71,27,10,1,11.256,0,8,2463,146,Rust,false,24,Development tools,FFI,66.000,3,11
dprint/dprint,3226,42,17,7,1,13.019,0,15,1975,41,Rust,false,0,Development tools,Formatters,51.000,2,11
jinxdash/prettier-plugin-rust,181,1,1,0,0,5.525,11,534,838,1,Rust,false,0,Development tools,Formatters,5.000,0,0
rust-lang/rustfmt,6036,51,24,11,3,8.449,0,6,3536,506,Rust,false,23,Development tools,Formatters,72.000,5,6
eclipse-corrosion/corrosion,224,1,0,0,0,4.464,27,59,2533,17,Java,false,0,Development tools,IDEs,8.000,0,0
racer-rust/emacs-racer,398,0,0,0,0,0.000,164,1345,3358,31,Emacs Lisp,false,0,Development tools,IDEs,0.000,0,0
flycheck/flycheck-rust,121,0,0,0,0,0.000,56,53,3742,20,Emacs Lisp,false,0,Development tools,IDEs,6.000,0,0
rust-lang/rust-mode,1122,12,5,3,0,10.695,1,52,3574,125,Emacs Lisp,false,0,Development tools,IDEs,22.000,0,0
brotzeit/rustic,728,3,1,0,0,4.121,7,79,2530,123,Emacs Lisp,false,0,Development tools,IDEs,7.000,0,0
intellij-rust/intellij-rust,4537,11,5,3,0,2.425,1,303,3343,176,Kotlin,false,0,Development tools,IDEs,16.000,0,0
lapce/lapce,34466,246,99,52,10,7.137,0,17,2469,168,Rust,false,50,Development tools,IDEs,74.000,3,10
madeso/ride,176,2,0,0,0,11.364,17,242,3572,1,C++,false,0,Development tools,IDEs,4.000,0,0
rust-lang/rust-enhanced,786,4,3,2,0,5.089,2,65,3959,12,Python,false,0,Development tools,IDEs,12.000,0,0
autozimu/LanguageClient-neovim,3551,5,2,1,0,1.408,2,887,2830,117,Rust,false,25,Development tools,IDEs,12.000,0,0
Saecki/crates.nvim,866,9,4,0,0,10.393,9,45,1174,17,Lua,false,0,Development tools,IDEs,13.000,0,0
rust-lang/rust.vim,3906,15,6,3,0,3.840,1,714,3574,147,Vim Script,false,0,Development tools,IDEs,21.000,0,0
racer-rust/vim-racer,632,1,0,0,0,1.582,24,1317,3344,48,Vim Script,false,0,Development tools,IDEs,2.000,0,0
ZoeyR/rls-vs2017,110,0,0,0,0,0.000,308,1990,2532,2,C#,false,0,Development tools,IDEs,0.000,0,0
PistonDevelopers/VisualRust,702,0,0,0,0,0.000,91,2716,3743,137,C#,false,0,Development tools,IDEs,0.000,0,0
bencherdev/bencher,552,30,15,10,1,54.348,0,0,1569,11,MDX,false,0,Development tools,Profiling,95.000,2,129
bheisler/criterion.rs,4610,83,43,30,5,18.004,0,21,3821,117,Rust,false,20,Development tools,Profiling,62.000,2,3
